mag,da,alpha,a,R,N0,axf,xc,yc,alphab,sar,lead,flux,fluxp,fluxn,fint,lat,AR,spt,day
7.0,0.18942101691176683,0.23031650969885356,13.768010549897369,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,66.80508853321783,49.590541772464455,0.5869933310437015,45.131464576366824,-1,4.723247646877363e+21,4.5061239461680754e+21,4.940371347586649e+21,0.2537932097685047,-7,10323,1,1.0
8.0,0.19589408091845642,0.2277348750524601,14.110397016535568,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,66.64624927840612,49.92458293082089,0.7850095717067308,45.13904848099728,-1,4.796491989283018e+21,4.528455564211613e+21,5.064528414354421e+21,0.2577288316427471,-7,10323,1,1.0
9.0,0.19961712998940884,0.21782956922708926,14.29642514991171,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,66.74292552700186,50.22432287806277,0.2017826923018525,45.14711138149026,-1,4.852028551227749e+21,4.569052419130914e+21,5.135004683324584e+21,0.26071296530865373,-7,10323,1,1.0
10.0,0.19919663982542316,0.20037354343195726,14.114310623712159,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,66.40472743404015,50.303388326015934,-0.4144236512515444,44.82598375942974,-1,4.89156202674398e+21,4.639171756401002e+21,5.143952297086958e+21,0.26283720870952687,-7,10323,1,1.0
11.0,0.1997245371753543,0.18975044259928395,13.913941463747193,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.86162291626448,50.46095734472796,-1.2620593915265212,45.5772073553009,-1,4.773911148172435e+21,4.5777085846421446e+21,4.970113711702725e+21,0.25651550035606,-7,10323,1,1.0
12.0,0.20077884134616614,0.18238194606897523,13.809346272572583,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.78905263028157,50.39103824037332,-1.7734361984686295,44.75492600182256,-1,5.063901864086452e+21,4.883253014536163e+21,5.24455071363674e+21,0.27209750665707244,-7,10323,1,1.0
13.0,0.19695978939956368,0.17314943227493404,13.374944054912886,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.54609926933287,50.44473654227381,-1.793125307913213,43.66973814353256,-1,5.179012971805505e+21,5.004471464972662e+21,5.353554478638346e+21,0.2782827460711736,-7,10323,1,1.0
14.0,0.19971131214270366,0.16947195027403553,13.22917970688164,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.44803384625259,50.595944370181805,-1.6498966169217308,44.45972373402264,-1,5.2329768450267e+21,5.040735296312246e+21,5.425218393741154e+21,0.281182374805526,-7,10323,1,2.0
15.0,0.2021807728552274,0.16283317770091804,13.076036733115822,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.44779034749061,50.716703848774586,-1.5462057954315023,44.07612703811964,-1,5.365451003071936e+21,5.188712005449097e+21,5.542190000694775e+21,0.28830057912070906,-7,10323,1,2.0
16.0,0.20069037332661513,0.16044021696030952,12.641215683412618,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.05062618184934,50.66796010229992,-1.9820835966720671,43.90383421551424,-1,5.546935858273836e+21,5.363236493346286e+21,5.730635223201385e+21,0.2980522642682184,-7,10323,1,2.0
17.0,0.19865745335337315,0.15013036936877464,12.151133327063164,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,64.8780974472825,50.73755835294576,-2.153465904088425,44.142155999024354,-1,5.56366945209787e+21,5.406119065474584e+21,5.721219838721157e+21,0.2989514067238065,-7,10323,1,2.0
18.0,0.19887213662657147,0.14212678003923923,11.71148547644247,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.14821016614044,50.99372859502507,-2.3349906070080353,43.790187663613835,-1,5.833881506577367e+21,5.661994968916935e+21,6.005768044237797e+21,0.31347065063214397,-7,10323,1,2.0
19.0,0.19774130200175843,0.13315669034198546,11.24232882675206,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.56250474342819,51.18746861946325,-2.5108932890261952,43.353830473586726,-1,6.129139420023257e+21,5.908388917321479e+21,6.349889922725035e+21,0.32933567808047703,-7,10323,1,2.0
20.0,0.19793685437088573,0.13253060061053992,10.843935904639793,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.40747609722308,51.32516783701667,-2.2392075745338658,42.03135095604854,-1,6.574750520279179e+21,6.443978592221557e+21,6.705522448336801e+21,0.3532795996991526,-7,10323,1,2.0
21.0,0.20420648195917002,0.1317597968340267,10.56011111315315,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.32621545843725,51.40703957005915,-2.4585209352040582,42.060981503197134,-1,6.965290842158199e+21,6.812126183387008e+21,7.118455500929391e+21,0.3742644154962302,-7,10323,1,2.0
22.0,0.20896434441301195,0.13367637859922174,10.352933148102855,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.23770775399302,51.42255046606677,-2.0298285782615366,41.51630839001737,-1,7.307635813753639e+21,7.178143568551876e+21,7.437128058955402e+21,0.3926595613122146,-7,10323,1,2.0
23.0,0.2186865519843759,0.14404233307397354,10.387611021234031,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.29175225529167,51.46425498477711,-1.621387040056338,41.556533328526726,-1,7.67594115158039e+21,7.529554703463393e+21,7.822327599697387e+21,0.4124496296825914,-7,10323,1,2.0
24.0,0.22715071664944098,0.15544009844692577,10.339813505398155,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.20717263853732,51.53424476733677,-1.4247120840377623,41.81983331814348,-1,7.953609940436314e+21,7.763670417840198e+21,8.143549463032432e+21,0.4273695446319733,-7,10323,1,2.0
25.0,0.23552951282549717,0.16610728212015652,10.258545668752795,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.1460434549406,51.579825217492704,-1.028767140434406,41.76180556218122,-1,8.287411484116822e+21,8.122241973064534e+21,8.452580995169109e+21,0.44530562834597576,-7,10323,1,2.0
26.0,0.24260211394255368,0.1756983177414109,10.240707871017054,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,64.88923482969808,51.65779463229085,-0.5301235977520318,41.92523700050083,-1,8.441608595840361e+21,8.27712054186423e+21,8.606096649816492e+21,0.45359106727425685,-7,10323,1,2.0
27.0,0.2496743323257983,0.18126484601308235,10.261235856395087,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,64.97072157654023,51.58800255506701,-0.24570423640608025,41.904318146937854,-1,8.713352924003867e+21,8.503593138032263e+21,8.923112709975471e+21,0.4681926445018658,-7,10323,1,2.0
28.0,0.25545960937552764,0.19068954026831947,10.171557821588314,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.1957296969167,51.47813721287263,0.17946678353990217,41.90902458637461,-1,9.137763220392706e+21,8.864153127264219e+21,9.411373313521193e+21,0.49099738806650545,-7,10323,1,2.0
29.0,0.26166846069691785,0.19617924318335744,9.93315415879294,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.17958633673382,51.45900193244714,0.8492150226762758,41.996239648560916,-1,9.49819162952583e+21,9.170491810079182e+21,9.82589144897248e+21,0.5103642071885405,-7,10323,1,2.0
30.0,0.2650156028198014,0.19976740054955672,9.662198669380683,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.29432179393466,51.42933943797794,1.2757672464324377,42.07440577745906,-1,9.798789808990859e+21,9.50715379114364e+21,1.009042582683808e+22,0.5265161819568835,-7,10323,1,3.0
31.0,0.2702709062531287,0.20311312626204275,9.371335088010571,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.28141783688132,51.43493409837969,1.574805444460392,42.44024417948589,-1,1.0129830829156104e+22,9.838058721275428e+21,1.0421602937036777e+22,0.5443039350780484,-7,10323,1,3.0
32.0,0.27536074012512257,0.20297725174414052,9.194303855422936,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.55731769266183,51.26213849793999,1.320228638946614,42.06843718452515,-1,1.0627519045356183e+22,1.0354865739407496e+22,1.0900172351304867e+22,0.5710461047241574,-7,10323,1,3.0
33.0,0.2793038966033608,0.20591758715121633,9.061695700515065,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,65.8819194487954,51.35620887493288,1.5187816352271306,42.06931599322295,-1,1.0934755110202808e+22,1.0582259977632092e+22,1.1287250242773526e+22,0.5875547515035868,-7,10323,1,3.0
34.0,0.2846206490716802,0.20287592644747926,8.819418074225842,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,66.02573836688595,51.21475566669363,1.6582560083496531,41.34093687473063,-1,1.1683419935089227e+22,1.1288050181761246e+22,1.207878968841721e+22,0.6277825911499617,-7,10323,1,3.0
35.0,0.29213289811580473,0.1992932706276396,8.728429504244975,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,66.1485560707309,51.269512010388176,1.5281121005983567,42.79715344527902,-1,1.172239684847396e+22,1.1358362154770127e+22,1.2086431542177796e+22,0.6298769289222613,-7,10323,1,3.0
36.0,0.299995808913785,0.19468331697547386,8.613309113756767,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,66.26542759080259,51.22192687447074,1.6969007750317573,43.089747291436986,-1,1.201117062987638e+22,1.1551502143991946e+22,1.2470839115760815e+22,0.6453935459532487,-7,10323,1,3.0
37.0,0.30723191616970585,0.18928880614987198,8.580330257779321,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,66.47664457257278,51.21203083576378,1.5449676445247882,44.210655601801925,-1,1.2102876681848903e+22,1.1601776874085226e+22,1.260397648961258e+22,0.6503211667399104,-7,10323,1,3.0
38.0,0.3155800982063942,0.18344583261565797,8.618148403842392,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,66.68074420155911,51.274047195600765,1.5048821004700281,44.74897569205765,-1,1.2274715692277948e+22,1.1743883605326562e+22,1.2805547779229336e+22,0.6595545538668937,-7,10323,1,3.0
39.0,0.3210579834921098,0.18089606492373791,8.649853554983201,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,67.18952585291518,51.20341729412623,1.380416487879887,45.28881318163504,-1,1.2522259544681744e+22,1.186272690361644e+22,1.3181792185747048e+22,0.6728557723413378,-7,10323,1,3.0
40.0,0.3268297914216967,0.17803773929902247,8.680287448577552,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,67.46663776782525,51.2649176500947,1.2472759069171366,45.9061892479763,-1,1.2624360405202935e+22,1.199913354214532e+22,1.3249587268260549e+22,0.6783419350516354,-7,10323,1,3.0
41.0,0.333519840528077,0.17657538202485445,8.74051162654515,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,67.85525814584904,51.39425430018836,1.3464359732091042,47.041624493382955,-1,1.2537576156685146e+22,1.1809103687164264e+22,1.326604862620603e+22,0.673678776429572,-7,10323,1,3.0
42.0,0.34174342517618905,0.17236480456101533,8.800575614403005,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,68.12453501757918,51.41331718906056,1.4072568394586193,47.8960875381772,-1,1.253430283957168e+22,1.1766706165746479e+22,1.330189951339688e+22,0.6735028920129743,-7,10323,1,3.0
43.0,0.3490138698196904,0.16964982901798892,8.962146096657074,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,68.74337611828678,51.487947302874375,1.4743555602208582,48.518037713351774,-1,1.2772869636528993e+22,1.1907818355844121e+22,1.3637920917213864e+22,0.6863217483742359,-7,10323,1,3.0
44.0,0.3560976555224376,0.16761977005084597,8.980209821455631,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,69.06696093106929,51.42262562084504,1.4181057970040893,48.935450254842664,-1,1.2864009728042797e+22,1.1960236729691944e+22,1.3767782726393649e+22,0.6912189585341088,-7,10323,1,4.0
45.0,0.36260411177901614,0.1636449738633241,8.978471286949702,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,69.2499997383397,51.47113669025912,1.5592561332082373,49.351807919543944,-1,1.310861661513775e+22,1.2139210742120764e+22,1.4078022488154733e+22,0.7043623657082705,-7,10323,1,4.0
46.0,0.36810121084077296,0.15850719005008165,8.93385051265416,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,69.56478558099384,51.40461273937594,1.3294262475385785,49.08393977113942,-1,1.3465705466733567e+22,1.2395135490420963e+22,1.4536275443046169e+22,0.723549741131824,-7,10323,1,4.0
47.0,0.3746935239045236,0.15691320700253777,8.943234920591294,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,69.86793164663327,51.35706186599609,1.329698650872716,49.01605239149694,-1,1.383989561481309e+22,1.2708939894210785e+22,1.4970851335415393e+22,0.7436560166957655,-7,10323,1,4.0
48.0,0.3810451219284403,0.15244073994238172,8.952753238529143,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,70.24067896285666,51.36788176278688,1.1636462605673406,49.39384329813514,-1,1.409204970489699e+22,1.2841898926118296e+22,1.5342200483675684e+22,0.7572049560407008,-7,10323,1,4.0
49.0,0.38599875868891115,0.15058963062988875,8.926539268518514,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,70.32481993159611,51.30103430265841,1.055368157752402,49.17282626183354,-1,1.4472177752208973e+22,1.325286877553635e+22,1.5691486728881596e+22,0.7776302914164825,-7,10323,1,4.0
50.0,0.39058144567184366,0.1497007998011207,8.974413206694338,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,70.6920746744812,51.21851504532836,0.9571251057570915,49.60863334038482,-1,1.4730085868254051e+22,1.3477539976667415e+22,1.5982631759840685e+22,0.7914884105518833,-7,10323,1,4.0
51.0,0.3977850296014513,0.14818688989067422,9.055744794108083,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,71.04254063377368,51.106829823451335,0.7389312726985136,50.012781172739025,-1,1.4890512126303447e+22,1.3492851899804848e+22,1.6288172352802046e+22,0.8001085588069562,-7,10323,1,4.0
52.0,0.4029008081531661,0.14294086537900663,9.104351792083003,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,71.42629497042232,51.12053261542287,0.6181034366670562,49.97590664850243,-1,1.5139254906692206e+22,1.378228574825444e+22,1.6496224065129974e+22,0.8134741990107557,-7,10323,1,4.0
53.0,0.40843985875909083,0.13913416189238031,9.142256457401826,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,71.78142998479035,51.23702138626921,0.6160885537868004,50.19653352814357,-1,1.527807682613673e+22,1.3979500508667078e+22,1.6576653143606383e+22,0.8209334861699508,-7,10323,1,4.0
54.0,0.4120960924109665,0.13588291019647153,9.292149989814066,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,72.42292220856227,51.30676064159341,0.5792810045706894,50.73997842910538,-1,1.5443491223317885e+22,1.3994848409680723e+22,1.6892134036955046e+22,0.8298216609897238,-7,10323,1,4.0
55.0,0.41317207197443,0.13533318646725773,9.403327191932277,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,72.96988787036229,51.48612744234909,0.5228529529634824,50.674664739112835,-1,1.5720164874651253e+22,1.4193842437463994e+22,1.7246487311838509e+22,0.8446881044371025,-7,10323,1,4.0
56.0,0.4152417854289008,0.13147066158682832,9.435068384480289,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,73.21132039574171,51.62928880106958,0.3767441560462052,51.81704929124056,-1,1.5719145320202327e+22,1.414842591424245e+22,1.7289864726162201e+22,0.8446333209458542,-7,10323,1,4.0
57.0,0.4191283576047561,0.12966689000703124,9.547873416482,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,73.62950933204523,51.70871163650579,0.18704270626411826,51.09777670571127,-1,1.619175072959665e+22,1.4594580400601079e+22,1.7788921058592217e+22,0.8700277217419761,-7,10323,1,4.0
58.0,0.42330000105202126,0.12505103950105428,9.632129936043489,39.768717189004775,0.46107139600042013,1.1614249031773245e+22,73.91321829182196,51.85202370817271,0.30526081574147135,51.3495812724685,-1,1.6450935804378374e+22,1.482614486172454e+22,1.807572674703221e+22,0.8839544554156661,-7,10323,1,4.0
